ID,SequenceID,WellPosition,ScanPosition,Tag,RLU,RLU(RQ),Timestamp(ms)
26e58645-ceeb-4412-a02e-407ca82df1b3,0,F:20,,,1440,ValidSlopeSaturation,4113321
26e58645-ceeb-4412-a02e-407ca82df1b3,0,F:21,,,1490,ValidSlopeSaturation,4113804
26e58645-ceeb-4412-a02e-407ca82df1b3,0,F:22,,,1280,ValidSlopeSaturation,4114287
26e58645-ceeb-4412-a02e-407ca82df1b3,0,F:23,,,1390,ValidSlopeSaturation,4114772
26e58645-ceeb-4412-a02e-407ca82df1b3,0,F:24,,,1700,ValidSlopeSaturation,4115259
26e58645-ceeb-4412-a02e-407ca82df1b3,0,G:1,,,1680,ValidSlopeSaturation,4117086
26e58645-ceeb-4412-a02e-407ca82df1b3,0,G:2,,,1860,ValidSlopeSaturation,4117572
26e58645-ceeb-4412-a02e-407ca82df1b3,0,G:3,,,1690,ValidSlopeSaturation,4118061
26e58645-ceeb-4412-a02e-407ca82df1b3,0,G:4,,,1710,ValidSlopeSaturation,4118551
26e58645-ceeb-4412-a02e-407ca82df1b3,0,G:5,,,1540,ValidSlopeSaturation,4119027
26e58645-ceeb-4412-a02e-407ca82df1b3,0,G:6,,,1570,ValidSlopeSaturation,4119508
26e58645-ceeb-4412-a02e-407ca82df1b3,0,G:7,,,1540,ValidSlopeSaturation,4119988
26e58645-ceeb-4412-a02e-407ca82df1b3,0,G:8,,,1570,ValidSlopeSaturation,4120481
26e58645-ceeb-4412-a02e-407ca82df1b3,0,G:9,,,1500,ValidSlopeSaturation,4120960
26e58645-ceeb-4412-a02e-407ca82df1b3,0,G:10,,,1440,ValidSlopeSaturation,4121453
26e58645-ceeb-4412-a02e-407ca82df1b3,0,G:11,,,1370,ValidSlopeSaturation,4121936
26e58645-ceeb-4412-a02e-407ca82df1b3,0,G:12,,,1450,ValidSlopeSaturation,4122426
26e58645-ceeb-4412-a02e-407ca82df1b3,0,G:13,,,1220,ValidSlopeSaturation,4122917
26e58645-ceeb-4412-a02e-407ca82df1b3,0,G:14,,,1450,ValidSlopeSaturation,4123400
26e58645-ceeb-4412-a02e-407ca82df1b3,0,G:15,,,1390,ValidSlopeSaturation,4123889
26e58645-ceeb-4412-a02e-407ca82df1b3,0,G:16,,,1400,ValidSlopeSaturation,4124366
26e58645-ceeb-4412-a02e-407ca82df1b3,0,G:17,,,1470,ValidSlopeSaturation,4124847
26e58645-ceeb-4412-a02e-407ca82df1b3,0,G:18,,,1510,ValidSlopeSaturation,4125326
26e58645-ceeb-4412-a02e-407ca82df1b3,0,G:19,,,1480,ValidSlopeSaturation,4125812
26e58645-ceeb-4412-a02e-407ca82df1b3,0,G:20,,,1370,ValidSlopeSaturation,4126350
26e58645-ceeb-4412-a02e-407ca82df1b3,0,G:21,,,1390,ValidSlopeSaturation,4126830
26e58645-ceeb-4412-a02e-407ca82df1b3,0,G:22,,,1260,ValidSlopeSaturation,4127321
26e58645-ceeb-4412-a02e-407ca82df1b3,0,G:23,,,1300,ValidSlopeSaturation,4127807
26e58645-ceeb-4412-a02e-407ca82df1b3,0,G:24,,,1520,ValidSlopeSaturation,4128295
26e58645-ceeb-4412-a02e-407ca82df1b3,0,H:1,,,1750,ValidSlopeSaturation,4130137
26e58645-ceeb-4412-a02e-407ca82df1b3,0,H:2,,,1510,ValidSlopeSaturation,4130613
26e58645-ceeb-4412-a02e-407ca82df1b3,0,H:3,,,1660,ValidSlopeSaturation,4131091
26e58645-ceeb-4412-a02e-407ca82df1b3,0,H:4,,,1570,ValidSlopeSaturation,4131571
26e58645-ceeb-4412-a02e-407ca82df1b3,0,H:5,,,1540,ValidSlopeSaturation,4132050
26e58645-ceeb-4412-a02e-407ca82df1b3,0,H:6,,,1740,ValidSlopeSaturation,4132531
26e58645-ceeb-4412-a02e-407ca82df1b3,0,H:7,,,1360,ValidSlopeSaturation,4133014
26e58645-ceeb-4412-a02e-407ca82df1b3,0,H:8,,,1460,ValidSlopeSaturation,4133493
26e58645-ceeb-4412-a02e-407ca82df1b3,0,H:9,,,1500,ValidSlopeSaturation,4133969
26e58645-ceeb-4412-a02e-407ca82df1b3,0,H:10,,,1460,ValidSlopeSaturation,4134459
26e58645-ceeb-4412-a02e-407ca82df1b3,0,H:11,,,1360,ValidSlopeSaturation,4134943
26e58645-ceeb-4412-a02e-407ca82df1b3,0,H:12,,,1330,ValidSlopeSaturation,4135420
26e58645-ceeb-4412-a02e-407ca82df1b3,0,H:13,,,1350,ValidSlopeSaturation,4135910
26e58645-ceeb-4412-a02e-407ca82df1b3,0,H:14,,,1340,ValidSlopeSaturation,4136396
26e58645-ceeb-4412-a02e-407ca82df1b3,0,H:15,,,1650,ValidSlopeSaturation,4136880
26e58645-ceeb-4412-a02e-407ca82df1b3,0,H:16,,,1300,ValidSlopeSaturation,4137358
26e58645-ceeb-4412-a02e-407ca82df1b3,0,H:17,,,1370,ValidSlopeSaturation,4137838
26e58645-ceeb-4412-a02e-407ca82df1b3,0,H:18,,,1210,ValidSlopeSaturation,4138333
26e58645-ceeb-4412-a02e-407ca82df1b3,0,H:19,,,1240,ValidSlopeSaturation,4138821
26e58645-ceeb-4412-a02e-407ca82df1b3,0,H:20,,,1470,ValidSlopeSaturation,4139311
